Correo,Nombre,Apellido,Telefono,Estado,Municipio,RazonSocial,Cargo,OtroCargo,NoEmpleados,SolucionInteres,ServicioInteres,Mensaje,AvisoPrivacidad,Newsletter,CreatedAt,UpdatedAt,Tipo,Region,CorreoComercial,CorreoMkt,utm_source,utm_medium,utm_campaign,utm_content
rubiejb@gmail.com,Rubi,Guillen,8126274092,Nuevo León,General Escobedo,Barberia,Gerente,,1 a 5,Conectividad Telcel,Internet Gestionado,Necesito cotización para internet.,True,False,3/23/2026 9:27:14 AM,3/23/2026 9:27:14 AM,COV,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
customer.service@arjessiger.com,Karla,Guzman,5553910665,Estado de México,Tlalnepantla de Baz,ARJESSIGER DE MEXICO,Asistente,,25 a 50,Planes Empresariales,Plan Telcel Empresa,"Buenos días, nos gustaría saber los requisitos para contratar un paquete empresarial con ustedes",True,False,3/23/2026 9:49:26 AM,3/23/2026 9:49:26 AM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
direccion@gbindutrialsupply.com,Cecilia de Jesus,Guajardo Jauregui,8712302013,Durango,Gómez Palacio,GB industrial Supply,Dueño/Propietario,,1 a 5,Conectividad Telcel,eSIM,Como registro un linea que adquiri (chip),True,True,3/23/2026 10:06:22 AM,3/23/2026 10:06:22 AM,COT,R3,alberto.sifuentes@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
erikmultilim@gmail.com,HUGO,MARTINEZ,2711279026,Veracruz de Ignacio de la Llave,Córdoba,hugo guzman martinez,Dueño/Propietario,,1 a 5,Conectividad Telcel,Redes Privadas de Datos,buenos dias quermos registrar las lines que manejamos son 2,True,True,3/23/2026 10:23:17 AM,3/23/2026 10:23:17 AM,COT,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
gaby@metrolodim.com.mx,gabriela,morales,8182086454,Nuevo León,Salinas Victoria,VAPE841101P64,Asistente,,1 a 5,Conectividad Telcel,Redes Privadas de Datos,Quiero contratar un plan prepago telcel empresarial,True,False,3/23/2026 10:30:45 AM,3/23/2026 10:30:45 AM,COT,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
almacencdmx@pyla.mx,Erick,Rodriguez,5625653340,Ciudad de México,Iztacalco,PELICULAS Y LAMINADOS,Jefe,,5 a 25,Gestión Vehicular Telcel,Módulo de Ruteo,Quiero conocer costos por el servicio y saber como funciona,True,False,3/23/2026 10:35:05 AM,3/23/2026 10:35:05 AM,COT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
cuquisrangel@viajesmarnic.com,Ma del refugio,Rangel Campa,8713621233,Coahuila de Zaragoza,Torreón,VIAJES MARNIC,Director,,5 a 25,Comunicación Empresarial,Control de Ventas,Quisiera mas información de los planes empresariales que manejan con equipos incluidos,True,False,3/23/2026 10:43:39 AM,3/23/2026 10:43:39 AM,COT,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
rodrigo.sierra@platinumcargo.com,Rodrigo,Sierra,7225680606,Nuevo León,Monterrey,PLATINUM CARGO LOGISTICS DE MEXICO,Especialista,,1 a 5,Business Intelligence,Autenticación Móvil,"A quien corresponda, quisiera hacer una cotizacion para el plan 2 Controlado ($329) para 5 equipos iPhone 14 - 128 G, cotizado con ustedes en $11,600. Me interesa saber el costo mensual del plan telefónico más la mensualidad del equipo o si el plan ya lo incluye. Tengo entendido que como enganche se debe pagar 30% del equipo.",True,False,3/23/2026 11:13:56 AM,3/23/2026 11:13:56 AM,BUI,R4,antonio.porras@telcelmkt.com,gisela.sosa@demo.reseller.telcel.com,,,,
agricola279@gmail.com,jorge,vazquez,3315642381,Jalisco,Atotonilco el Alto,CIT1804204CA,Director,,5 a 25,Conectividad Telcel,Internet Gestionado,"Buenas tardes, nuestro interés es adquirir paquetes topados para nuestras líneas, así como equipos para tener comunicado a nuestro personal",True,True,3/23/2026 11:48:00 AM,3/23/2026 11:48:00 AM,COV,R5,alejandra.munoz@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
carlos.romero@customparty.mx,CARLOS,ROMERO,5578139942,Ciudad de México,Iztapalapa,ROGC901129J33,Dueño/Propietario,,1 a 5,Conectividad Telcel,Internet Gestionado,"Buena tarde.
 Quisiera información para una solución para hacer failover, asi mismo estoy buscando algo en prepago.
Si pudieran ofrecerme una comparativa con M2M se los agradeceré.

Sin mas por el momento le deseo buena tarde.",True,False,3/23/2026 12:15:19 PM,3/23/2026 12:15:19 PM,COV,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
karla@fusionarte.mx,Karla Sheila,Garcia Medina,5580100807,Estado de México,Atizapán de Zaragoza,KINOTEK DISEÑO Y MONTAJE DE STANDS,Gerente,,1 a 5,Comunicación Empresarial,Control de Ventas,"Buenas tardes,
Mi nombre es Karla García. El motivo de mi mensaje es solicitar información sobre sus planes Telcel para empresas.
Somos un equipo de ventas conformado por 3 personas y estamos interesados en contratar un plan que incluya equipo. Buscamos algo básico, pero que incluya principalmente WhatsApp y llamadas, ya que lo utilizaremos para dar seguimiento a nuestros clientes desde un equipo asignado por la empresa.
¿Podrían apoyarme enviándome la información disponible y orientarme sobre el número o medio de contacto para recibir asesoría detallada?
Muchas gracias.",True,True,3/23/2026 12:22:41 PM,3/23/2026 12:22:41 PM,COT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
ccepedavillarreal@gmail.com,Benjamin,Cepeda,8712854063,Coahuila de Zaragoza,Torreón,Be Insumo para Talleres,Dueño/Propietario,,1 a 5,Mobile Marketing,Internet Patrocinado,"Hola, buen día.
Me gustaría recibir información sobre los equipos disponibles y los planes empresariales que manejan actualmente.

Estoy interesado en conocer opciones que se adapten a una empresa, incluyendo beneficios, costos, requisitos y si manejan algún tipo de financiamiento o promociones.

Quedo atenta a su información. Muchas gracias.
",True,True,3/23/2026 12:50:01 PM,3/23/2026 12:50:01 PM,COT,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
abarrtotesnena2026@outlook.com,Beneranda,Cortez Galvan,6612390906,Baja California,Playas de Rosarito,COGB861114KQ2,Gerente,,1 a 5,Conectividad Telcel,Internet Gestionado,Quero un plan para mí negocio,True,True,3/23/2026 1:24:18 PM,3/23/2026 1:24:18 PM,COV,R1,ignacio.sanchez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
ventas4@medeinn.com,JAVIER,REYES,5545089739,Estado de México,Acolman,MEDICAL DEVICE INNOVATION DE MEXICO S DE RL DE CV,Especialista,,1 a 5,Planes Empresariales,Plan Telcel Empresa,NUMERO TELEFONICO PARA AREA DE VENTAS,True,False,3/23/2026 1:31:19 PM,3/23/2026 1:31:19 PM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
gcsanfrancisco@hotmail.com,HUGO,ESCARCEGA,2288242375,Veracruz de Ignacio de la Llave,Coatepec,GRUPO CAFETALERO SAN FRANCISCO,Director,,25 a 50,Comunicación Empresarial,Control de Ventas,"Tengo 3 meses en espera de renovar mi celular  empresarial en Xalapa, y no me han atentido porque no está migrado el sistema y no pueden acceder
Los celulares están fallando y no hay manera de que me permitan comprar nuevos",True,False,3/23/2026 1:53:35 PM,3/23/2026 1:53:35 PM,COT,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
gv.torresconstrucciones@gmail.com,gabriela geraldine,villarreal torres,8991648294,Nuevo León,San Pedro Garza García,TORRES CONSTRUCCIONES,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Soy persona fisica con actividad empresarial y quisiera informacion acerca de este plan.,True,True,3/23/2026 1:57:25 PM,3/23/2026 1:57:25 PM,PTE,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
diana.alva@nomitaxplus.com,DIANA,LIZETTE,4422267181,Querétaro,Querétaro,NOMITA X PLUS SC,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Informacion y requisitos para contratar una linea para empleado de la empresa.,True,False,3/23/2026 2:14:06 PM,3/23/2026 2:14:06 PM,PTE,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
sabrina@ecsus.com.mx,Sabrina,Pérez,8111777888,Nuevo León,General Escobedo,Ecsus Construction Waste Management,Director,,5 a 25,Seguridad,Control Móvil Empresarial,"Hola buen día, 

Me gustaría contar con equipos móviles y planes para empleados de mi empresa. Pudieran ayudarme a gestionar esto, por favor?",True,False,3/23/2026 2:35:33 PM,3/23/2026 2:35:33 PM,COT,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
n.roarot@gmail.com,Natalia,Roaro,5548523346,Jalisco,Guadalajara,IMAQUINANDO SA DE CV,Asistente,,1 a 5,Business Intelligence,Indicadores Móviles,"Que tal, queremos contratar el servicio de internet para un módulo de American Express que estará instalado en el aeropuerto. Necesitamos únicamente conexión a internet para una laptop y un par de tablets. Nosotros estamos localizados en CDMX y haremos el pago directamente, American Express es nuestro cliente y ellos son quienes requieren el servicio mencionado para dicho módulo. Agradecería si nos pueden marcar a la brevedad, muchas gracias!
",True,False,3/23/2026 2:59:51 PM,3/23/2026 2:59:51 PM,BUI,R5,antonio.porras@telcelmkt.com,gisela.sosa@demo.reseller.telcel.com,,,,
operaciones@transportesjla.com,jorge,alanis,8110506976,Nuevo León,Santiago,jorge luis alanis rodriguez,Gerente,,5 a 25,Comunicación Empresarial,Control de Ventas,"Donde me puedo comunicar, necesito saber como puedo entrar al portal.

saludoss
",True,True,3/23/2026 3:08:59 PM,3/23/2026 3:08:59 PM,COT,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
contacto@smartsus.com,Daniel,Chavarria,5539769343,Ciudad de México,Iztapalapa,Smartsus,Gerente,,5 a 25,Conectividad Telcel,Conectividad Avanzada M2M,"Buen día, quisiera cotizar el servicio mensual de datos M2M de unos 100 MB al mes, para empezar requiero 10 sims",True,True,3/23/2026 3:44:12 PM,3/23/2026 3:44:12 PM,COV,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
contabilidad@fitmexico.mx,samuel,bedolla,6644181324,Baja California,Tijuana,Fit Macroplasza,Contador,,5 a 25,Mobile Marketing,Mensajería Masiva,requiero información sobre envió masivo de mensajes vía msn,True,True,3/23/2026 4:21:17 PM,3/23/2026 4:21:17 PM,MOM,R1,ignacio.sanchez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
contabilidadbahiasolar@gmail.com,BAHIA,SOLAR,3223657488,Jalisco,Puerto Vallarta,BAHIA SOLAR,Otro,Administración,5 a 25,Gestión Vehicular Telcel,Telemetría,"Ya contamos con un servicio de Telemetría por su parte, pero nos gustaría adquirir mas",True,False,3/23/2026 4:58:57 PM,3/23/2026 4:58:57 PM,COT,R5,alejandra.munoz@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
juan.baeza@fortisandgrowth.com.mx,JUAN ALFREDO,BAEZA FLORES,5562005746,Hidalgo,Pachuca de Soto,FORTIS & GROWTH S.A. DE C.V.,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Cotizar los servicios y explorar la posibilidad de adquirir un equipo de gama alta,True,True,3/23/2026 5:01:18 PM,3/23/2026 5:01:18 PM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
astrid@gongcha.mx,Astrid,Cruz,3319667590,Jalisco,Guadalajara,Luna Tea,Gerente,,25 a 50,Planes Empresariales,Plan Telcel Empresa,"Buenas tardes:

Me gustaría que se contactaron con nosotros para poder revisar sus planes y ventajas vs la competencia",True,False,3/23/2026 5:14:06 PM,3/23/2026 5:14:06 PM,PTE,R5,alejandra.munoz@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
facturacionalarmasdelbajio@hotmail.com,JORGE EDUARDO,VALDIVIA MUÑIZ,4777148500,Guanajuato,León,COMPAÑIA INTEGRADORA DEL BAJIO,Gerente,,5 a 25,Comunicación Empresarial,Control de Ventas,"CUAL SERIA EL PROCESO PARA EL REGISTRO DE LAS LINEAS TELEFONICAS QUE ESTAN DADAS DE ALTA, USTEDES LO HACEN O COMO EMPRESA YO LO TENGO QUE REALIZAR Y CUALES SON LOS PASOS A SEGUIR.",True,True,3/23/2026 5:26:27 PM,3/26/2026 11:55:53 AM,COT,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
zunigajason27@gmail.com,Jason,Zuñiga,8781228148,Coahuila de Zaragoza,Piedras Negras,Registro de mi número o linea,Especialista,,500 a 1000,Gestión Vehicular Telcel,Telemetría,Quiero vincular mi linea,True,True,3/23/2026 5:27:26 PM,3/23/2026 5:27:26 PM,COT,R4,marsanva@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
administracion@impopacific.com,Ana,Sosa,4436828511,Michoacán de Ocampo,Morelia,IMPORTADORA PACIFIC COAST SA DE CV,Asistente,,25 a 50,Conectividad Telcel,Internet Gestionado,HOLA BUEN DIA ESTAMOS INTERESADOS EN CONTAR CON PLANES DE PREPAGO PARA TODAS LAS LINEAS QUE TENEMOS DENTRO DE LA EMPRESA,True,True,3/23/2026 5:36:08 PM,4/6/2026 2:00:31 PM,COT,R5,alejandra.munoz@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
compras@mawa.mx,CELENE,COLIN,5545138212,Estado de México,Metepec,MAWA ESPECIALIDADES SA DE CV,Gerente,,5 a 25,Gestión Vehicular Telcel,Módulo de Ruteo,Buenas tardes requiero 6 gps para 6 unidades,True,True,3/23/2026 5:36:21 PM,3/23/2026 5:36:21 PM,COT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
angellopezn35@gmail.com,Luis angel,Lopez peña,9711077158,Chiapas,Tuxtla Gutiérrez,No me sirve bait,Dueño/Propietario,,1 a 5,Business Intelligence,Autenticación Móvil,Es mejor telcel,True,True,3/23/2026 6:55:45 PM,3/23/2026 6:55:45 PM,BUI,R8,antonio.porras@telcelmkt.com,gisela.sosa@demo.reseller.telcel.com,,,,
mariaviky281290@gmail.com,María victoria,Ramírez mateos,7772257825,Ciudad de México,Xochimilco,S. A telce,Otro,Mama,1 a 5,Gestión Vehicular Telcel,Módulo de Ruteo,Muchas gracias por su propuesta,True,True,3/23/2026 7:08:18 PM,3/23/2026 7:08:18 PM,GVT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
volaris@infinitummail.com,Roberto,Topete,3329571001,Estado de México,Acolman,Rigoberto topete,Director,,100 a 500,Comunicación Empresarial,Control de Ventas,Cómo puedo vincular mis lineas Telcel,True,True,3/23/2026 7:51:27 PM,3/23/2026 7:51:27 PM,COT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
arturo_2319@hotmail.com,Arturo,Ochoa Ochoa,6643641300,Baja California,Tijuana,OOMA851113DN5 q,Gerente,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Auiere saber información,True,True,3/23/2026 10:56:59 PM,3/23/2026 10:56:59 PM,PTE,R1,ignacio.sanchez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
veralefrontera@gmail.com,ISRAEL,HERNANDEZ GONZALEZ,6142394565,Chihuahua,Chihuahua,VERALE FRONTERA,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Empresa,"Hola

Ocupo una línea celular para empresa.",True,True,3/23/2026 11:09:16 PM,3/23/2026 11:09:16 PM,PTE,R3,alberto.sifuentes@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
solucionesal.99@gmail.com,Said Enrique,Alvarez Moran,3221737953,Nayarit,Bahía de Banderas,Contratista,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Empresa,"Hola, necesito un plan empresarial para mi equipo de trabajo",True,True,3/24/2026 1:15:25 AM,3/24/2026 1:15:25 AM,PTE,R5,alejandra.munoz@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
adinaeltorres24@gmail.com,Adinael,Torres,6771112795,Durango,Canatlán,Soltero,Dueño/Propietario,,5 a 25,Planes Empresariales,Plan Telcel Empresa,Necesito celular a pagos,True,True,3/24/2026 3:10:38 AM,3/24/2026 3:10:38 AM,PNE,R3,alberto.sifuentes@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
lesly.pacheco@outlook.com,GUILLERMO,PACHECO CASTILLO,6565736732,Chihuahua,Juárez,PACG7706036M0,Dueño/Propietario,,5 a 25,Gestión Vehicular Telcel,Módulo de Ruteo,"Necesitamos un GPS 
Para rastrear retroexcavadoras a cualquier hora,
Poder hacer que en caso de robo se pueda parar el vehículo,
Control de velocidad.
",True,True,3/24/2026 7:35:55 AM,3/24/2026 7:35:55 AM,COT,R3,alberto.sifuentes@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
andrade.brenda_rh@outlook.com,Brenda,Andrade,5530774769,Ciudad de México,Iztapalapa,Corporativo Plegaplastic,Asistente,,5 a 25,Planes Empresariales,Plan Telcel Empresa,"Buenos días 
Me gustaría sumar las líneas que tengo actualmente en su plan Telcel para empresas, SIN cambiar mis números
Algunas líneas son de otra compañía",True,True,3/24/2026 9:43:23 AM,3/24/2026 9:43:23 AM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
grupopublicitarioitx360@outlook.com,REBECA SARAI,CABELLO ALVAREZ,5574926261,Ciudad de México,Cuauhtémoc,GRUPO PUBLICITARIO ITX360 SA DE CV,Asistente,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Me gustaria contratar plan para ocuparlo en el telefono de la empresa,True,False,3/24/2026 10:51:10 AM,3/24/2026 10:51:10 AM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
admon.aviacion@etmturbo.com,Yessica,Juarez,9933555860,Tabasco,Centro,"Especialidades en Turbomaquinaria, S.A. de C.V.",Jefe,,500 a 1000,Conectividad Telcel,Internet Gestionado,"Hola buen día, estoy buscando información para la adquisición de un chip Telcel para instalar en un router para internet, la empresa ya cuenta con planes de renta, pero específicamente quisiera una cotización y los términos y condiciones para un chip para tener internet con plan de renta. Estoy atenta a la información y agradecería el contacto a traves de email. Saludos.",True,True,3/24/2026 10:57:14 AM,3/24/2026 10:57:14 AM,COT,R8,julio.delarosa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
marcosloredo@hotmail.com,Marcos,Loredo,4448595659,San Luis Potosí,San Luis Potosí,High Precision Technology,Gerente,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Necesito información para contratar plan de linea telefónica  para cinco a seis empleados,True,True,3/24/2026 11:13:40 AM,3/24/2026 11:13:40 AM,PTE,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
angelicar@consorciosantore.com,Angelica,Romero Medina,0561113556,Ciudad de México,Miguel Hidalgo,CONSORCIO SANTORE,Asistente,,1 a 5,Planes Empresariales,Plan Telcel Empresa,"SERIAN SOLO 2 PLANES PARA MIS DOS JEFES , ME URGE",True,False,3/24/2026 11:17:39 AM,3/24/2026 11:17:39 AM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
soporte@suvalogistica.com,Luis Enrique,Cueto Miguel,6121590030,Puebla,Cuautlancingo,sls240906pua,Gerente,,25 a 50,Conectividad Telcel,Conectividad Avanzada M2M,Requiero su apoyo para cambiar de asesor ya que no hemos podido empatar en tiempos y nuestra forma de trabajar de mi empresa es ASAP,True,True,3/24/2026 12:13:22 PM,3/24/2026 12:13:22 PM,COT,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
tania@grsilvermining.com,Tania,GR,6951500290,Sinaloa,El Rosario,minera la rastra sa de cv,Contador,,5 a 25,Gestión Vehicular Telcel,Telemetría,podrian cotizarme 4 gps vehiculares,True,True,3/24/2026 12:27:50 PM,3/24/2026 12:27:50 PM,COT,R2,manuel.zuniga@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
asistente.direccion@aqdemexico.com,ALMA VERENA,GUTIERREZ MORENO,4423911551,Querétaro,El Marqués,AIR QUALITY DE MEXICO,Asistente,,25 a 50,Comunicación Empresarial,Control de Ventas,"Hola buenos días quisiera información sobre 40 líneas empresariales, para tener en plan. De las cuales dos que son para dirección contemplar los siguientes puntos: 
* Samsung puede ser el 25plus o 25, que incluya con los planes, sin costo o con un pago bajo, o un aumento de plan de 100 a 200 máximo.

Que me podrían ofrecer, actualmente estamos con otra compañía pero queremos mejorar los planes y el costo.",True,False,3/24/2026 12:35:40 PM,3/24/2026 12:35:40 PM,COT,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
agronegocioslamembrilla@gmail.com,Manuel,Hernandez,3311565058,Jalisco,Zapopan,Agronegocios La Membrilla,Otro,Socio,1 a 5,Planes Empresariales,Plan Telcel Empresa,"Hola, me gustaria saber los requisitos de contratación del Plan Empresa 1, también si existe un plazo forzoso para el contrato.",True,False,3/24/2026 12:49:57 PM,3/24/2026 12:49:57 PM,PTE,R5,alejandra.munoz@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
lcastellanos@inspiracambio.org,Laura,Castellanos,5539259428,Ciudad de México,Cuauhtémoc,Inspira Cambio,Gerente,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Requerimos una linea de voz y datos para Dirección,True,False,3/24/2026 12:51:37 PM,3/24/2026 12:51:37 PM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
